sabal	ˈsaː.bɐl
salara	sɐˈlaː.ɾɐ
lumuwag	lʊˈmwaɡ̚
magalang	mɐˈɣaː.lɐŋ
kalunos-lunos	kɐˌluː.n̪os ˈluː.n̪os
duro-duro	ˌd̪uː.ɾoʔ ˈd̪uː.ɾoʔ
subalit	sʊˈbaː.lɪt̪̚
sura	ˈsuː.ɾɐ
babahin	bɐ.bɐˈhɪn̪
kasuutan	kɐ.sʊˈʔuː.t̪ɐn̪
ipatanggal	ʔɪ.pɐ.t̪ɐŋˈɡal
uso	ˈʔuː.so
huwad	ˈhwad̪̚
komadre	koˈmad̪.ɾɛ
breyk	ˈbɾeɪ̯k
kalan	kɐˈlan̪
magagalitin	mɐˌɣaː.ɣɐ.lɪˈt̪ɪn̪
tiwasan	ˌt̪iːˈwaː.sɐn̪
kumbulsiyon	kʊm.bʊlˈʃon̪
pahinante	pɐ.hɪˈn̪an̪.t̪ɛ
diskuwalipikado	d̪ɪs.kwɐ.lɪ.pɪˈxaː.d̪o
morisketa tostada	mo.ɾɪsˌkɛː.t̪ɐ t̪osˈt̪aː.d̪ɐ
muning	mʊˈn̪ɪŋ
paboreal	ˌpaː.bo.ɾɛˈjal
rebisyonismo	ɾɛ.bɪ.ʃoˈn̪is.mo
sundong	sʊn̪ˈd̪oŋ
bubalo	ˌbuː.bɐˈlo
distilada	d̪ɪs.t̪ɪˈlaː.d̪ɐ
suongin	sʊ.ʔoˈŋɪn̪
tumakas	t̪ʊˈmaː.xɐs
makatatlo	mɐˌxaː.t̪ɐt̪ˈl̪o
alim	ˈʔaː.lɪm
plahiyarismo	plɐ.hjɐˈɾis.mo
pitugo	pɪˈt̪uː.ɣo
buluburan	bʊ.lʊˈbuː.ɾɐn̪
amante	ʔɐˈman̪.t̪ɛ
goli	ˈɡoː.lɪ
talang-bulo	ˌt̪aː.lɐm ˈbuː.lo
hantong	hɐn̪ˈt̪oŋ
deodorante	d̪ɛ.jo.d̪oˈɾan̪.t̪ɛ
sulyak	sʊlˈjak̚
gaw-an	ɡaʊ̯ˈʔan̪
larino	lɐˈɾiː.n̪o
takin	t̪ɐˈxɪn̪
pangngalang pambalana	pɐŋˌŋaː.lɐm pɐmˌbaː.lɐˈn̪a
buwal	ˈbwal
tsamba	ˈt͡ʃam.bɐ
labasan	ˌlaːˈbaː.sɐn̪
umaum	ʔʊˈmaː.ʔʊm
eksempted	ʔɛkˈsɛmp.t̪ɛd̪̚
sugalan	ˌsuːˈɣaː.lɐn̪
timang	t̪ɪˈmaŋ
gril	ˈɡɾɪl
kordiyon	koɾˈd͡ʒon̪
pisanan	pɪˈsaː.n̪ɐn̪
roro	ˈɾoː.ɾo
alahera	ʔɐ.lɐˈhɛː.ɾɐ
kawing	kɐˈwɪŋ
dundon	d̪ʊn̪ˈd̪on̪
indibidwalidad	ʔɪn̪.d̪ɪ.bɪd̪.wɐ.lɪˈd̪ad̪̚
guwano	ˈɡwaː.n̪o
maapektuhan	mɐ.ʔɐˌpɛk.t̪ʊˈhan̪
sampon	sɐmˈpon̪
balaki	bɐˈlaː.xɪʔ
numipis	n̪ʊ.mɪˈpɪs
raha	ˈɾaː.hɐ
mapunla	mɐ.pʊn̪ˈlaʔ
distinggido	d̪ɪs.t̪ɪŋˈɡiː.d̪o
mahinahon	mɐ.hɪˈn̪aː.hon̪
dagungdong	d̪ɐ.ɣʊn̪ˈd̪oŋ
alis-is	ʔɐ.lɪsˈʔɪs
isputing	ʔɪsˈpuː.t̪ɪŋ
lintambagin	lɪn̪.t̪ɐmˈbaː.ɣɪn̪
optometra	ʔopˌt̪oː.mɛt̪ˈɾa
problema	pɾoˈblɛː.mɐ
pamapat	pɐˈmaː.pɐt̪̚
talapak	t̪ɐ.lɐˈpak̚
betsin	ˈbɛː.t͡ʃɪn̪
pananamit	pɐ.n̪ɐ.n̪ɐˈmɪt̪̚
hinyango	hɪnˈɲaː.ŋoʔ
maikli	mɐ.ʔɪkˈlɪʔ
hugos	ˈhuː.ɣos
agwatyempo	ˌʔaɡ.wɐtˈt͡ʃɛm.po
masigla	mɐ.sɪɡˈla
sultana	sʊlˈt̪aː.n̪ɐ
bagong taon	ˌbaː.ɣon̪ t̪ɐˈʔon̪
ulunan	ʔʊ.lʊˈn̪an̪
tabo	ˈt̪aː.boʔ
implwensya	ʔɪmˈplwɛn̪.ʃɐ
tangkal	t̪ɐŋˈkal
init ng ulo	ˌʔiː.n̪ɪt̪ n̪ɐŋ ˈʔuː.lo
adoptador	ʔɐ.d̪op.t̪ɐˈd̪oɾ
deretsa	d̪ɛˈɾɛː.t͡ʃɐ
diskwalipikasyon	d̪ɪs.kwɐ.lɪ.pɪ.xɐˈʃon̪
mag-aantigo	mɐɡ.ʔɐ.ʔɐn̪.t̪ɪˈɣo
latiti	lɐ.t̪ɪˈt̪ɪʔ
simberguwensa	sɪm.bɛɾˈɡwɛn̪.sɐ
danyo	ˈd̪aː.ɲo
nasok	ˈn̪aː.sok̚
mentol	mɛn̪ˈt̪ol
said	sɐˈʔɪd̪̚
traylinggwal	t̪ɾaɪ̯ˈliŋ.ɡwɐl
wahoy	ˈwaː.hoɪ̯
natural	n̪ɐ.t̪ʊˈɾal
mainsekto	mɐ.ʔɪn̪ˈsɛk.t̪o
mayabong	mɐˈjaː.boŋ
kurbada	kʊɾˈbaː.d̪ɐ
paglabag	pɐɡ.lɐˈbaɡ̚
kagamulan	kɐ.ɣɐ.mʊˈlan̪
kalara	kɐ.lɐˈɾa
kaphay	kɐpˈhaɪ̯
labing-isa	lɐˌbɪŋ ʔɪˈsa
agrikulturista	ʔɐ.ɡɾɪ.xʊl.t̪ʊˈɾis.t̪ɐ
karumihan	kɐ.ɾʊ.mɪˈhan̪
mabilis ang panahon	mɐ.bɪˌlɪs ʔɐm pɐ.n̪ɐˈhon̪
tupad	t̪ʊˈpad̪̚
batas administratibo	bɐˌt̪as ʔɐd̪.mɪ.n̪ɪs.t̪ɾɐˈt̪iː.bo
hatid-sundo	hɐˌt̪ɪd̪ sʊn̪ˈd̪oʔ
rambol	ˈɾam.bol
lilignan	lɪ.lɪɡˈn̪an̪
tesoreriya	t̪ɛ.so.ɾɛˈɾiː.jɐ
tagalinang	t̪ɐ.ɣɐ.lɪˈn̪aŋ
tara	t̪ɐˈɾa
tingalaan	t̪ɪ.ŋɐ.lɐˈʔan̪
obispo	ʔoˈbis.po
kilogramo	kɪ.loˈɡɾaː.mo
hurado	hʊˈɾaː.d̪o
nagsasanhi	n̪ɐɡˌsaː.sɐn̪ˈhɪʔ
alpahol	ʔɐl.pɐˈhol
lamig	lɐˈmɪɡ̚
litik	ˈliː.t̪ɪk̚
amonestasyon	ʔɐ.mo.n̪ɛs.t̪ɐˈʃon̪
baysak	baɪ̯ˈsak̚
digmaang-bayan	d̪ɪɡˌmaː.ʔɐm ˈbaː.jɐn̪
ibahaw	ʔɪˈbaː.haʊ̯
gisok	ˈɡiː.sok̚
ispanismo	ʔɪs.pɐˈn̪is.mo
makasaysayan	mɐ.xɐ.saɪ̯ˈsaː.jɐn̪
konsorsyum	kon̪ˈsoɾ.ʃʊm
karate	kɐˈɾaː.t̪ɛ
lumbang	lʊmˈbaŋ
meryenda	mɛɾˈjɛn̪.d̪ɐ
boses-palaka	ˌboː.sɛs pɐ.lɐˈxaʔ
amparo	ʔɐmˈpaː.ɾo
sangi	ˈsaː.ŋɪʔ
papan	ˈpaː.pɐn̪
able	ʔɐbˈlɛ
pamamahagi	pɐ.mɐ.mɐˈhaː.ɣɪ
sunuran	ˌsuːˈn̪uː.ɾɐn̪
bangas	ˈbaː.ŋɐs
mai	mɐˈʔɪ
diyamante	d͡ʒɐˈman̪.t̪ɛ
wakaak	wɐˈxaː.ʔɐk̚
kontratista	kon̪.t̪ɾɐˈt̪is.t̪ɐ
isip-bata	ˌʔiː.sɪp ˈbaː.t̪ɐʔ
pasabi	pɐˈsaː.bɪ
balitaktak	bɐ.lɪ.t̪ɐkˈt̪ak̚
katleya	kɐt̪ˈl̪ɛː.jɐ
vendo	ˈvɛn̪.d̪o
bringhe	ˈbɾiŋ.hɛ
reperi	ˌɾɛː.pɛˈɾɪ
kalingkingan	ˌkaː.lɪŋˈkiː.ŋɐn̪
paputok	pɐ.pʊˈt̪ok̚
pare	ˈpaː.ɾɛ
pikniker	ˌpik.n̪ɪˈxɛɾ
protektorado	pɾo.t̪ɛk.t̪oˈɾaː.d̪o
bagat	bɐˈɣat̪̚
panganib	pɐˈŋaː.n̪ɪb̚
lin.	ˈlɪn̪
soberaniya	so.bɛ.ɾɐˈn̪iː.jɐ
asetona	ʔɐ.sɛˈt̪oː.n̪ɐ
talusik	t̪ɐˈluː.sɪk̚
punto	ˈpun̪.t̪o
hindurugong-babae	hɪn̪.d̪ʊ.ɾʊˌɣom bɐˈbaː.ʔɛ
mag-log out	mɐɡˈlaɡ.ʔaʊ̯t̪
bagwis	bɐɡˈwɪs
dukot	ˈd̪uː.xot̪̚
ilitereyt	ʔɪˌliː.t̪ɛˈɾeɪ̯t̪
miskonsepsyon	mɪs.kon̪.sɛpˈʃon̪
kuwala	ˈkwaː.lɐ
ngidngid	ŋɪd̪ˈŋɪd̪̚
melong-uwak	mɛˌloŋ ʔʊˈwak̚
dang	ˈd̪aŋ
karo	ˈkaː.ɾo
korap	koˈɾap̚
kasawian	kɐ.sɐˈwiː.ʔɐn̪
boodle fight	ˌbuː.d̪ɛl ˈfaɪ̯t̪
magpatulog	mɐɡ.pɐˈt̪uː.loɡ̚
halak	hɐˈlak̚
adiposidad	ʔɐ.d̪ɪ.po.sɪˈd̪ad̪̚
kasultanan	kɐ.sʊl.t̪ɐˈn̪an̪
galing	ɡɐˈlɪŋ
ising	ˈʔiː.sɪŋ
pitong daan	pɪˌt̪on̪ d̪ɐˈʔan̪
tukador	t̪ʊ.xɐˈd̪oɾ
bayag-kambing	bɐˌjaɡ kɐmˈbɪŋ
politiko	poˌliː.t̪ɪˈxo
sismometro	sɪs.moˈmɛː.t̪ɾo
inipit	ʔɪˈn̪iː.pɪt̪̚
kamalayan	kɐ.mɐ.lɐˈjan̪
ngata	ŋɐˈt̪aʔ
bestida	bɛsˈt̪iː.d̪ɐ
kerelya	kɛˈɾɛl.jɐ
tililing	t̪ɪ.lɪˈlɪŋ
liing	lɪˈʔɪŋ
bini	ˈbiː.n̪ɪʔ
parusang kamatayan	pɐˌɾuː.sɐŋ kɐ.mɐˈt̪aː.jɐn̪
buwisan	bwɪˈsan̪
dupa	d̪ʊˈpaʔ
paltos	pɐlˈt̪os
kaedad	kɐ.ʔɛˈd̪ad̪̚
matsala	ˌmat̪.sɐˈla
buluranin	bʊ.lʊ.ɾɐˈn̪ɪn̪
laktaw	lɐkˈt̪aʊ̯
tsek	ˈt͡ʃɛk̚
kaaway	kɐˈʔaː.waɪ̯
hop	ˈhop̚
nikotina	n̪ɪ.xoˈt̪iː.n̪ɐ
bukhayo	bʊkˈhaː.joʔ
manikip	mɐ.n̪ɪˈxɪp̚
sakristan	sɐk.ɾɪsˈt̪an̪
ayron	ʔaɪ̯ˈɾon̪
pandakong paningob	pɐn̪.d̪ɐˌxom pɐˈn̪iː.ŋob̚
apektibo	ʔɐ.pɛkˈt̪iː.bo
bestpren	ˈbɛst̪.pɾɛn̪
kayog	kɐˈjoɡ̚
agnostisismo	ʔɐɡ.n̪os.t̪ɪˈsis.mo
handak	hɐn̪ˈd̪ak̚
puki	ˈpuː.xɪ
bandilang puti	bɐn̪ˌd̪iː.lɐm pʊˈt̪ɪʔ
magkuskos	mɐɡ.kʊsˈkos
espinaka	ʔɛs.pɪˈn̪aː.xɐ
ika	ʔɪˈxaʔ
demokrata	d̪ɛˌmoː.kɾɐˈt̪a
dilan	d̪ɪˈlan̪
may kanser ako	maɪ̯ ˌkan̪.sɛɾ ʔɐˈxo
bisti	bɪsˈt̪ɪ
pagyayakag	pɐɡ.jɐ.jɐˈxaɡ̚
panlasa	pɐn̪ˈlaː.sɐ
audyens	ˈʔaʊ̯d.d͡ʒɛn̪s
tsokolate	t͡ʃo.xoˈlaː.t̪ɛ
dagang-parang	d̪ɐˌɣam ˈpaː.ɾɐŋ
ugaga	ʔʊˈɣaː.ɣɐʔ
denaturado	d̪ɛ.n̪ɐ.t̪ʊˈɾaː.d̪o
komodoro	ko.moˈd̪oː.ɾo
rasa	ˈɾaː.sɐ
halubid	hɐ.lʊˈbɪd̪̚
ayorta	ʔɐˈjoɾ.t̪ɐ
gayumahin	ɡɐ.jʊˈmaː.hɪn̪
hapdi	hɐpˈd̪ɪʔ
tugday	t̪ʊɡˈd̪aɪ̯
kulelat	kʊˈlɛː.lɐt̪̚
satelayt	ˌsaː.t̪ɛˈlaɪ̯t̪
kasunduang panlipunan	kɐ.sʊn̪ˌd̪uː.ʔɐm pɐn̪.lɪˈpuː.n̪ɐn̪
awtomobil	ʔaʊ̯.t̪oˈmoː.bɪl
akala	ʔɐˈxaː.lɐʔ
singkona	sɪŋˈkoː.n̪ɐ
andorana	ʔɐn̪.d̪oˈɾaː.n̪ɐ
dokumento	d̪o.xʊˈmɛn̪.t̪o
alponsino	ʔɐl.pon̪ˈsiː.n̪o
alibutod	ʔɐ.lɪ.bʊˈt̪od̪̚
tako	ˈt̪aː.xo
puso	ˈpuː.soʔ
alab	ˈʔaː.lɐb̚
yupyop	jʊpˈjop̚
nutrisyonist	n̪ʊt̪ˌɾiː.ʃoˈn̪ɪst̪
animadbersiyon	ʔɐ.n̪ɪ.mɐd̪.bɛɾˈʃon̪
tihil	ˈt̪iː.hɪl
antilope	ʔɐn̪ˌt̪iː.loˈpɛ
negosyador	n̪ɛ.ɣo.ʃɐˈd̪oɾ
kapit sa patalim	ˌkaː.pɪt̪ sɐ pɐ.t̪ɐˈlɪm
klerk	ˈkləɹk
binting	bɪn̪ˈt̪ɪŋ
halhal	hɐlˈhal
esgrima	ʔɛsˈɡɾiː.mɐ
nanalik	ˌn̪aː.n̪ɐˈlɪk̚
urong-sulong	ˌʔuː.ɾon̪ ˈsuː.loŋ
kuteho	kʊˈt̪ɛː.ho
binti	bɪn̪ˈt̪ɪʔ
psikoanalisis	sɪ.xo.ʔɐˌn̪aː.lɪˈsɪs
pagpapatupad	pɐɡ.pɐ.pɐ.t̪ʊˈpad̪̚
ilahok	ʔɪ.lɐˈhok̚
suntok sa buwan	sʊn̪ˌt̪ok sɐ ˈbwan̪
manggagawang uri	mɐŋ.ɡɐˌɣaː.wɐŋ ˈʔuː.ɾɪʔ
eroplano	ʔɛ.ɾoˈplaː.n̪o
puliyagan	pʊˈljaː.ɣɐn̪
kawit	ˈkaː.wɪt̪̚
filipino	fɪ.lɪˈpiː.n̪o
basa-basa	bɐˌsaʔ bɐˈsaʔ
sadismo	sɐˈd̪is.mo
ahas-tulog	ˌʔaː.hɐs t̪ʊˈloɡ̚
lambanog	lɐm.bɐˈn̪oɡ̚
binyulos	bɪnˈɲuː.los
tawhid	t̪aʊ̯ˈhɪd̪̚
padrastro	pɐd̪ˈɾas.t̪ɾo
mabini	mɐˈbiː.n̪ɪʔ
sikolohista	sɪ.xo.loˈhis.t̪ɐ
higad	ˈhiː.ɣɐd̪̚
lapisa	lɐ.pɪˈsaʔ
pinuhin	pɪˈn̪uː.hɪn̪
paritadlunging katayuwat	pɐ.ɾɪ.t̪ɐd̪.l̪ʊˌŋɪŋ kɐ.t̪ɐˈjuː.wɐt̪̚
despaborisido	d̪ɛs.pɐ.bo.ɾɪˈsiː.d̪o
panandalian	pɐ.n̪ɐn̪.d̪ɐˈliː.ʔɐn̪
bagtas	bɐɡˈt̪as
silidkatwan	sɪˌlid̪.kɐt̪ˈwan̪
mapagkamal-an	mɐ.pɐɡˌkaː.mɐlˈʔan̪
lawas	ˈlaː.wɐs
opsiyonal	ʔop.ʃoˈn̪al
banyo	ˈbaː.ɲo
kritikal	kɾɪ.t̪ɪˈxal
kararampot	kɐ.ɾɐ.ɾɐmˈpot̪̚
ugma	ʔʊɡˈmaʔ
nabuhay	n̪ɐˈbuː.haɪ̯
kumpensasyon	kʊm.pɛn̪.sɐˈʃon̪
kirlat	kɪɾˈlat̪̚
hibnan	hɪbˈn̪an̪
poste ng ilaw	ˌpos.t̪ɛ n̪ɐŋ ˈʔiː.laʊ̯
lima	lɪˈma
mamad	mɐˈmad̪̚
aydentidad	ʔaɪ̯.d̪ɛn̪.t̪ɪˈd̪ad̪̚
paningin	pɐ.n̪ɪˈŋɪn̪
sastre	sɐsˈt̪ɾɛ
samgiyup	ˈsam.ɡjʊp̚
inglesero	ʔɪŋ.ɡlɛˈsɛː.ɾo
entri	ˈʔɛn̪.t̪ɾɪ
adiposo	ʔɐ.d̪ɪˈpoː.so
antropologo	ʔɐn̪.t̪ɾoˌpoː.loˈɣo
magkalimbahin	mɐɡ.kɐ.lɪm.bɐˈhɪn̪
pag-aabroga	pɐɡ.ʔɐ.ʔɐ.bɾoˈɣa
mabintog	mɐ.bɪn̪ˈt̪oɡ̚
sundo	sʊn̪ˈd̪oʔ
subsidya	sʊbˈsiː.d͡ʒɐ
anulable	ʔɐ.n̪ʊˈlaː.blɛ
paksiw	pɐkˈsɪʊ̯
akwarelista	ʔɐk.wɐ.ɾɛˈlis.t̪ɐ
dumugin	d̪ʊˈmuː.ɣɪn̪
hilig	ˈhiː.lɪɡ̚
daguldol	d̪ɐ.ɣʊlˈd̪ol
dilaan	d̪ɪˈlaː.ʔɐn̪
pinapaitan	pɪ.n̪ɐ.pɐˈʔiː.t̪ɐn̪
kampetse	kɐmˈpɛː.t͡ʃɛ
yuta-yuta	ˌjuː.t̪ɐʔ ˈjuː.t̪ɐʔ
obliterasyon	ʔob.lɪ.t̪ɛ.ɾɐˈʃon̪
kontrakultura	kon̪.t̪ɾɐ.xʊlˈt̪uː.ɾɐ
residensiyal	ɾɛ.sɪ.d̪ɛn̪ˈʃal
dekarthin	d̪ɛ.xɐɹt̪ˈhɪn̪
koles-maluko	ˌkoː.lɛs mɐˈluː.xo
karangalan	kɐ.ɾɐˈŋaː.lɐn̪
tipo	ˈt̪iː.po
bumabagsak	bʊˌmaː.bɐɡˈsak̚
laket	ˈlaː.xɛt̪̚
mananaliksik	mɐ.n̪ɐ.n̪ɐ.lɪkˈsɪk̚
kolonyalismo	ko.lon.ɲɐˈlis.mo
tisyu	ˈt̪iː.ʃʊ
solenoyde	so.lɛˈn̪oɪ̯.d̪ɛ
arats	ˈʔaː.ɾɐt̪s
tuwina	ˈt̪wiː.n̪ɐ
alinsangan	ʔɐ.lɪn̪ˈsaː.ŋɐn̪
apatnapu't isa	ˌʔaː.pɐt̪.n̪ɐˌpʊt̪ ʔɪˈsa
kopalis	ko.pɐˈlɪs
reaksyon	ɾɛ.ʔɐkˈʃon̪
grapito	ɡɾɐˈpiː.t̪o
roskas	ˈɾos.kɐs
liderato	lɪ.d̪ɛˈɾaː.t̪o
tuloy	ˈt̪uː.loɪ̯
inuman	ʔɪˈn̪uː.mɐn̪
apatiya	ʔɐ.pɐˈt̪iː.jɐ
marxista	mɐɹkˈsis.t̪ɐ
dyodyologin	d͡ʒod.d͡ʒoˈloː.ɣɪn̪
anda-andana	ʔɐn̪ˌd̪a ʔɐn̪ˈd̪aː.n̪ɐ
litro	ˈlit̪.ɾo
putong	ˈpuː.t̪oŋ
mag-aga	mɐɡ.ʔɐˈɣa
pasbuk	ˈpas.bʊk̚
parol-intsik	pɐˌɾol ʔɪn̪ˈt͡ʃɪk̚
teyp	ˈt̪eɪ̯p
manag-inip	mɐ.n̪ɐɡˈʔiː.n̪ɪp̚
bahay-bahayan	bɐˌhaɪ̯ bɐˈhaː.jɐn̪
personalan	pɛɾ.soˈn̪aː.lɐn̪
erkon	ˈʔɛɾ.kon̪
tango	t̪ɐˈŋoʔ
bangga	bɐŋˈɡaʔ
kaya	ˈkaː.jɐ
maalindog	mɐ.ʔɐ.lɪn̪ˈd̪oɡ̚
tsutor	ˈt͡ʃuː.t̪oɾ
mingming	mɪŋˈmɪŋ
katig	ˈkaː.t̪ɪɡ̚
handaan	hɐn̪ˈd̪aː.ʔɐn̪
hototay	hoˈt̪oː.t̪aɪ̯
loteng	ˈloː.t̪ɛŋ
desyerto	d̪ɛˈʃɛɾ.t̪o
baniti	ˌbaː.n̪ɪˈt̪ɪ
mamataan	mɐ.mɐ.t̪ɐˈʔan̪
at	ʔɐt̪̚
lowat	loˈwat̪̚
nobyo	ˈn̪ob.jo
alusema	ʔɐ.lʊˈsɛː.mɐ
palabasa	pɐ.lɐ.bɐˈsa
segundo-almuwerso	sɛˌɣun̪.d̪o ʔɐlˈmwɛɾ.so
kara-krus	ˌkaː.ɾɐ ˈkɾʊs
ibayong dagat	ʔɪˌbaː.jon̪ ˈd̪aː.ɣɐt̪̚
iresponsable	ʔɪ.ɾɛs.pon̪ˈsab.lɛ
a-beynte sais	ʔɐ ˌbeɪ̯n̪.t̪ɛ sɐˈʔɪs
papel sotswa	pɐˌpɛl ˈsot͡ʃ.wɐ
sig-an	sɪɡˈʔan̪
gilir	ˈɡiː.lɪɾ
taga sa panahon	t̪ɐˌɣaʔ sɐ pɐ.n̪ɐˈhon̪
piranggot	pɪ.ɾɐŋˈɡot̪̚
katanggap-tanggap	kɐ.t̪ɐŋˌɡap t̪ɐŋˈɡap̚
iskultor	ʔɪs.kʊlˈt̪oɾ
ipagkaiba	ʔɪ.pɐɡ.kɐ.ʔɪˈba
anis-muskada	ʔɐˌn̪ɪs mʊsˈkaː.d̪ɐ
yukos	jʊˈxos
angkla	ˈʔaŋ.klɐ
anggarilya	ʔɐŋ.ɡɐˈɾil.jɐ
mismis	mɪsˈmɪs
tarugo	t̪ɐˈɾuː.ɣo
karayom	kɐˈɾaː.jom
patangwa	pɐ.t̪ɐŋˈwa
kapitulo	kɐˌpiː.t̪ʊˈlo
basilika	bɐˌsiː.lɪˈxa
walet	ˈwaː.lɛt̪̚
anunsyador	ʔɐ.n̪ʊn̪.ʃɐˈd̪oɾ
kalakihan	kɐ.lɐ.xɪˈhan̪
kuwadrilatero	kwɐd̪.ɾɪˌlaː.t̪ɛˈɾo
tagtrangkaso	t̪ɐɡ.t̪ɾɐŋˈkaː.so
sagpak	sɐɡˈpak̚
tahajud	t̪ɐ.hɐˈd͡ʒʊd̪̚
prak	ˈpɾak̚
burol	bʊˈɾol
traysiyon	t̪ɾaɪ̯ˈʃon̪
hango	ˈhaː.ŋoʔ
basahan ng sakdal	bɐˌsaː.hɐn̪ n̪ɐn̪ sɐkˈd̪al
lungsod	lʊn̪ˈsod̪̚
kabibe	kɐˈbiː.bɛ
mulumor	mʊ.lʊˈmoɾ
sumahimpapawid	sʊ.mɐ.hɪm.pɐ.pɐˈwɪd̪̚
magandang hapon	mɐ.ɣɐn̪ˌd̪aŋ ˈhaː.pon̪
imparsiyal	ʔɪm.pɐɾˈʃal
maglangib	mɐɡ.lɐˈŋɪb̚
repertoryo	ɾɛ.pɛɾˈt̪oɾ.jo
plaisdaan	ˌplaː.ʔɪsˈd̪aː.ʔɐn̪
haka-haka	ˌhaː.xɐʔ ˈhaː.xɐʔ
pasiti	pɐˈsiː.t̪ɪ
tumalon	t̪ʊ.mɐˈlon̪
almeres	ʔɐl.mɛˈɾɛs
prinsipyo	pɾɪn̪ˈsip.jo
goldpis	ˈɡold̪.pɪs
niig	n̪ɪˈʔɪɡ̚
pandanggo	pɐn̪ˈd̪aŋ.ɡo
ma	mɐ
torero	t̪oˈɾɛː.ɾo
repormasyon	ɾɛ.poɾ.mɐˈʃon̪
mandaraya	ˌman̪.d̪ɐˈɾaː.jɐʔ
sikmat	sɪkˈmat̪̚
kagaw	ˈkaː.ɣaʊ̯
singaw	sɪˈŋaʊ̯
tsiken	ˈt͡ʃiː.xɛn̪
parokyal	pɐ.ɾokˈjal
arusero	ʔɐ.ɾʊˈsɛː.ɾo
kabag	ˈkaː.bɐɡ̚
tagapagsaliksik	t̪ɐ.ɣɐ.pɐɡ.sɐ.lɪkˈsɪk̚
toston	t̪osˈt̪on̪
abyog	ʔɐbˈjoɡ̚
bimbin	bɪmˈbɪn̪
siyasat sandata	ˌsjaː.sɐt̪ sɐn̪ˈd̪aː.t̪ɐ
magwelga	mɐɡˈwɛl.ɡɐ
kamera	ˌkaː.mɛˈɾa
kaki	kɐˈxɪ
tibubos	t̪ɪˈbuː.bos
fotobam	ˌfoː.t̪oˈbam
tininte	t̪ɪ.n̪ɪn̪ˈt̪ɛ
katas	kɐˈt̪as
bungang-kahoy	ˌbuː.ŋɐŋ ˈkaː.hoɪ̯
papel sotsowa	pɐˌpɛl ˌsoː.t͡ʃoˈwa
tsinador	t͡ʃɪ.n̪ɐˈd̪oɾ
maghinala	mɐɡ.hɪˈn̪aː.lɐʔ
bilo-bilo	bɪˌlo bɪˈlo
agwaras	ʔɐɡ.wɐˈɾas
sampan	sɐmˈpan̪
babalikin	ˌbaː.bɐ.lɪˈxɪn̪
kalahatian	kɐ.lɐ.hɐˈt̪iː.ʔɐn̪
akseso	ʔɐkˈsɛː.so
insulado	ʔɪn̪.sʊˈlaː.d̪o
giho	ˈɡiː.hoʔ
rurupok	ɾʊ.ɾʊˈpok̚
posil	ˈpoː.sɪl
ulan	ʔʊˈlan̪
kuneksyon	kʊ.n̪ɛkˈʃon̪
masasama	mɐ.sɐˈsaː.mɐ
maghimutok	mɐɡ.hɪ.mʊˈt̪ok̚
balubad	bɐˈluː.bɐd̪̚
samakatlo	sɐ.mɐ.xɐt̪ˈl̪o
suhestiyon	sʊ.hɛsˈt͡ʃon̪
baruya	bɐˈɾuː.jɐʔ
irap	ˈʔiː.ɾɐp̚
anomalo	ʔɐˌn̪oː.mɐˈlo
segidilya	sɛ.ɣɪˈd̪il.jɐ
handalapak	hɐn̪.d̪ɐ.lɐˈpak̚
mamumuna	ˌmaː.mʊ.mʊˈn̪a
bariles	bɐˈɾiː.lɛs
ulanag	ʔʊˈlaː.n̪ɐɡ̚
pahinga	pɐ.hɪˈŋa
mulabe	mʊˈlaː.bɛ
dawong	d̪ɐˈwoŋ
taklab	t̪ɐkˈlab̚
armadong pakikibaka	ʔɐɾˌmaː.d̪om pɐ.xɪ.xɪˈbaː.xɐ
magkaano	mɐɡ.kɐ.ʔɐˈn̪o
dakota	d̪ɐˈxoː.t̪ɐ
antiplohistiko	ʔɐn̪.t̪ɪ.ploˌhis.t̪ɪˈxo
karetero	kɐ.ɾɛˈt̪ɛː.ɾo
numero	ˌn̪uː.mɛˈɾo
nakaloloka	n̪ɐ.xɐ.loˈloː.xɐ
sangpuwo	sɐmˈpuː.woʔ
impatso	ʔɪmˈpaː.t͡ʃo
korapsyon	ko.ɾɐpˈʃon̪
inyog	ʔɪnˈɲoɡ̚
instigador	ʔɪn̪s.t̪ɪ.ɣɐˈd̪oɾ
sala-sala	sɐˌlaː.sɐˈla
lapit	ˈlaː.pɪt̪̚
haliparot	hɐ.lɪ.pɐˈɾot̪̚
erusol	ˌʔɛː.ɾʊˈsol
hukuman	hʊˈxuː.mɐn̪
manidyer	ˌmaː.n̪ɪdˈd͡ʒɛɾ
binyag	bɪnˈɲaɡ̚
tempura	t̪ɛmˈpuː.ɾɐ
eroteknya	ʔɛ.ɾoˈt̪ɛk.ɲɐ
limwad	lɪmˈwad̪̚
motibo	moˈt̪iː.bo
andino	ʔɐn̪ˈd̪iː.n̪o
banggirahan	bɐŋ.ɡɪ.ɾɐˈhan̪
maghabla	mɐɡ.hɐbˈla
malindol	mɐ.lɪn̪ˈd̪ol
latak	ˈlaː.t̪ɐk̚
arwa	ʔɐɾˈwaʔ
kulis	kʊˈlɪs
kabasangal	kɐ.bɐˈsaː.ŋɐl
ibag	ˈʔiː.bɐɡ̚
